RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label
A4FVWK4UTFQVT,Owner,3 BHK,1089.126883,3,2,"5th Block Hbr Layout,Bangalore",13.037343,77.628291,60,1
A2D8K0GPVMMSER,Dealer,3 BHK,1882.222222,3,2,"Patia,Bhubaneswar",20.353795,85.82102,84.7,0
A2U3DAB0WI8BLZ,Owner,2 BHK,525.0875146,1,1,"Kambar Nagar,Chennai",13.09,80.27,27,1
A3SV6IWK26XK6B,Dealer,3 BHK,1708.074534,2,3,"Thakur Village,Maharashtra",18.518797,73.933947,220,0
ACNON4BZACUUL,Owner,4 BHK,920,2,3,"Bhattakufer,Shimla",31.10333,77.17222,23,1
A1UDZGQRPFHB5Y,Owner,2 BHK,1700,2,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,85,1
A2ZCD6KO2YY9IZ,Dealer,3 BHK,1089.037817,2,1,"Kolshet Road,Lalitpur",24.69028,78.41889,91,0
A34ZI3K5DNDSNE,Dealer,3 BHK,550.0550055,2,3,"Sukhsagar Nagar,Pune",18.52361,73.84778,25,1
A1Y1O4GJA3HXQF,Dealer,3 BHK,1607.012418,3,2,"7th Phase JP Nagar,Bangalore",35,136,110,0
A2TW6FWJYTF8QM,Dealer,2 BHK,1213.019745,2,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,180,0
AISIJIUHHZNHQ,Dealer,3 BHK,1030.131342,2,2,"Ulwe,Mumbai",18.973908,73.025106,80,1
AC82F5LXJCR22,Owner,1 BHK,1225.071225,1,1,"Lunsikui,Navsari",20.942355,72.940376,30.1,1
A3I7NZC5LUVPPW,Dealer,3 BHK,896.4955175,3,2,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,22,0
A14B8M117EUBLK,Dealer,3 BHK,1345.20277,3,2,"Sector-66A Mohali,Mohali",30.661104,76.746082,68,1
A228P3VH7SFBHG,Owner,2 BHK,900.0473709,2,1,"Dhayari,Pune",18.430375,73.815337,38,0
A1AQ2W2R4SOVGN,Dealer,3 BHK,3285.151117,3,2,"Wadala East,Mumbai",19.014858,72.8662,650,1
A3NCTCNAUYCH6H,Dealer,2 BHK,1583.531275,2,1,"KR Puram,Bangalore",13.010349,77.712151,100,0
ADD87VB66Y0DQ,Dealer,4 BHK,1480.132073,2,2,"Pashan,Pune",18.5442,73.7948,130,1
A2GS0QUCV2KVMP,Dealer,2 BHK,1291.231365,2,2,"Sector 10 Kharghar,Mumbai",19.033956,73.075342,110,0
A1D0P49A1MQO1O,Owner,4 BHK,1400.147384,2,3,"Zirakpur,Chandigarh",30.662283,76.822397,38,0
A3J6N95DIJTPVH,Dealer,3 BHK,566.2323052,2,2,"Kolshet Road,Mumbai",19.249861,72.963866,60.4,1
A3MALNCOVF5COP,Builder,3 BHK,399.5354239,3,2,"Shelwadi,Palghar",19.706982,72.80809,17.2,0
A1ABDQ02BCIGYQ,Dealer,2 BHK,1049.868766,2,1,"Kharadi,Pune",18.5438,73.9438,48,0
A1KBNKFKAWYV7L,Dealer,11 BHK,1250,9,3,"Action Area 1C,Kolkata",22.577072,88.462457,60,1
ARLTWKV2AUJ2F,Owner,3 BHK,735.8738502,3,0,"jhusi,Allahabad",25.444108,81.914212,28,1
AGXEFR3PWFEM,Dealer,3 BHK,1071.428571,2,1,"Madhyamgram,Kolkata",22.7,88.45,33.6,0
ACPABFZ8DBLDG,Dealer,2 BHK,650,2,1,"Sector 10 Kharghar,Mumbai",19.033956,73.075342,65,1
A2L0EIYNODCZ9U,Owner,2 BHK,1350.166579,2,2,"Sector-143 Noida,Noida",28.5035,77.426447,77,0
A1MJ0MF2OFIU4D,Dealer,2 BHK,687.6948469,2,2,"Marol,Maharashtra",19.111438,72.878724,150,1
A1PIDGL665V5QP,Owner,2 BHK,970.8295351,2,2,"Jakhiya,Indore",22.808778,75.861639,21.3,1
ASC04R0BT3TO4,Dealer,3 BHK,650.0541712,2,2,"Sector 17 Ulwe,Lalitpur",18.964489,73.019574,36,1
AFSFFRR7JMPZ8,Dealer,3 BHK,7500,3,3,"Rajaji Nagar,Bangalore",12.9847,77.5491,1200,1
A2QWGB918P1HU0,Owner,2 BHK,929.9781182,2,1,"Sector-74 Noida,Noida",28.577673,77.389781,51,1
A2FZE965O64BXJ,Dealer,4 BHK,1062.959935,2,2,"Kamshet,Pune",18.756363,73.539082,65,0
ARQ2DJUU4XB1V,Dealer,2 BHK,1363.636364,2,0,"Jalukbari,Guwahati",26.154874,91.670312,45,1
A2AF5SS29LC4BB,Dealer,2 BHK,1075.017527,2,1,"Sector-126 Mohali,Mohali",30.756258,76.655851,46,0
A3KJ6JZ8MWERPG,Owner,4 BHK,2150.757886,2,1,"Sector-127 Mohali,Mohali",30.768683,76.650876,52.5,0
A1USXH72S0TD4B,Dealer,2 BHK,2102.680918,2,1,"Sector-137 Noida,Noida",28.506454,77.409568,120,0
A1ZE87EABE7FVQ,Owner,2 BHK,1050.080775,2,1,"Bagmugaliya,Bhopal",23.19046,77.473795,26,1
A2USOYPY0M1R6X,Dealer,2 BHK,1365.138669,2,1,"Lake Town,Kolkata",22.603606,88.406203,95,0
AOHGLP2W3B3I4,Owner,2 BHK,1400.180668,2,1,"Seegehalli,Bangalore",12.817956,77.452539,62,1
A388FLQFOEM0IO,Dealer,4 BHK,700.0350018,2,2,"Sector-15 Ghansoli,Lalitpur",28.3967,77.32331,80,0
A1ZS6CRXGZX4YE,Dealer,2 BHK,1614.919775,2,1,"Sector-150 Noida,Noida",28.429614,77.481711,77.5,1
A21TGZU9EXJ272,Owner,2 BHK,1750.547046,2,0,"Gotri Road,Vadodara",22.312358,73.145436,48,0
A1K7OUOZGT6EG3,Dealer,4 BHK,1145.038168,2,2,"Kathreguppe,Bangalore",12.913771,77.768321,75,1
A2M687HYOW9JFW,Owner,4 BHK,1570.048309,2,3,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,78,1
ANUUF3N6B9NTA,Owner,5 BHK,1075.268817,3,2,"Saiyed Vasna,Vadodara",22.312063,72.674296,37,0
A7IFA2NZR7YV0,Dealer,5 BHK,1500.053573,3,2,"Marol,Lalitpur",24.69028,78.41889,280,1
A11V8XN8SUHPOV,Dealer,3 BHK,1123.333333,3,2,"Gajuwaka,Visakhapatnam",17.7,83.2167,33.7,0
A2DYZJ8D7QD1KE,Dealer,4 BHK,3750.375038,2,3,"Kasavanhalli,Bangalore",12.9077,77.6755,250,0
A3K0UVMET7SEWE,Dealer,4 BHK,1198.214286,2,2,"Sector-68 Gurgaon,Gurgaon",28.376683,77.047179,67.1,1
A2PXWG7EVCNJ9H,Dealer,2 BHK,3175.10716,2,1,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,600,1
A7H19XVU8BGKB,Dealer,2 BHK,895.9628966,2,2,"Thane West,Maharashtra",19.18,72.96333,85,0
A34O62IDVYW7X9,Owner,3 BHK,882.6125331,3,2,"Shalimar Garden Extension II,Ghaziabad",28.689982,77.339807,50,1
A3GK03NK0A7GHQ,Dealer,5 BHK,1358.583779,7,3,"Sector-127 Mohali,Mohali",30.768683,76.650876,33,0
A1MG1L05INR6K,Dealer,3 BHK,1356.223176,3,2,"Porvorim,Goa",15.40194,74.04333,79,1
A2ZVXWYWGSEIVF,Owner,2 BHK,1600,2,2,"Green Garden Layout,Bangalore",15.35003,75.125744,60,0
AGXFRN1RZKI4J,Owner,2 BHK,899.9742864,3,3,"Oragadam,Chennai",13.09,80.27,35,1
A1Z1RVRG9CFCB7,Owner,2 BHK,1200,2,1,"Murlipura,Jaipur",26.979452,75.765051,45,0
A2C9XE9I8RSKNX,Dealer,2 BHK,1256.281407,2,1,"Sector-14 Taloja,Mumbai",28.390964,77.334229,50,0
A1WWAQFIYLCL0Y,Dealer,2 BHK,93396.93698,2,1,"Mihan,Nagpur",21.15389,79.08306,7440,0
A3N9477PUE6WMR,Dealer,2 BHK,1040.041602,2,1,"Dombivli (East),Mumbai",19.2167,73.0833,60,0
ADDBLG0CFY9AI,Owner,3 BHK,950.0285009,2,1,"Govindpuri,Gwalior",26.205239,78.203214,50,0
A1OEL4UZT3KKI4,Dealer,2 BHK,1549.897201,2,1,"Sector-104 Gurgaon,Gurgaon",28.474616,76.990309,98,1
A39BLB42U7M6BD,Dealer,2 BHK,956.5217391,2,1,"Kolshet Road,Mumbai",19.249861,72.963866,110,1
ATNQNZEHWMR9U,Dealer,3 BHK,2326.122354,3,1,"Zirakpur,Chandigarh",30.662283,76.822397,100,0
A2CAZG1CQ8BQI5,Dealer,3 BHK,1805.054152,3,1,"Kaikondrahalli,Bangalore",12.9143,77.6764,150,0
A1MEI40LLXKQF6,Owner,3 BHK,1457.253886,3,1,"Kakkanad near CSEZ and Kendriya Bhavan,Ernakulam",42.55833,1.55528,45,0
A17PGKUKZB9XD,Dealer,1 BHK,1232.352941,2,0,"KR Puram,Bangalore",13.010349,77.712151,41.9,1
A3FVAWZNKW9GX,Owner,2 BHK,900.2520706,2,3,"Misrod,Bhopal",23.16083,77.46833,25,1
A2MSYPB6Z5RWK0,Dealer,2 BHK,555.0416281,2,1,"Poonam Sagar Complex,Maharashtra",18.52361,73.84778,60,1
A1USMRT33PBEKJ,Owner,2 BHK,1328.021248,2,1,"Atladra,Vadodara",22.271018,73.154216,30,1
AGE88BOVVQ22J,Owner,2 BHK,1110.197368,2,1,"Jaisinghpura,Jaipur",26.532207,75.520538,27,1
A1SNAYITRIW75P,Dealer,2 BHK,1620.111732,2,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,87,0
A3GW42Z2T2K1IF,Builder,4 BHK,1123.595506,3,1,"Anantpura,Kota",25.112376,75.856488,33,1
A2TN9C5E4A0I3F,Dealer,1 BHK,1486.403777,1,0,"Sector-6 Kharghar,Lalitpur",19.043302,73.061357,170,0
A2NH6AZFB199O1,Dealer,2 BHK,1648.386483,2,1,"Malad (East),Mumbai",19.1758,72.8643,260,1
AQZ9FQYW60HJ4,Dealer,4 BHK,1900.031046,2,2,"Sector 78 Faridabad,Faridabad",28.38016,77.369936,61.2,0
A2AZIBY2PKLW96,Owner,4 BHK,1050.052503,2,2,"Zirakpur,Mohali",30.65,76.82,30,1
A2J0QB01UVSH0Q,Dealer,4 BHK,1450.033279,2,1,"Mahim (West),Maharashtra",19.038516,72.840041,610,0
A2CYNULOBYISAZ,Dealer,4 BHK,1026.119403,3,3,"Undri,Pune",18.452663,73.93104,55,1
A36MP37DITBU6F,Dealer,3 BHK,1873.410946,3,2,"Kharadi,Pune",18.5438,73.9438,140,0
AEC3FERY6U28I,Dealer,4 BHK,970.3085581,3,1,"Mira Road East,Mumbai",19.2836,72.8675,100,1
A5EQO6GVEIT4M,Owner,3 BHK,1100.110011,2,2,"Gubbalala,Bangalore",12.96991,77.59796,40,0
A18OUU4I29BU9F,Dealer,3 BHK,727.0168856,3,2,"Brahmand,Maharashtra",20.833141,79.664092,62,1
A13HTFH4ZY0NCE,Dealer,2 BHK,1100.157729,2,2,"Ankur Vihar,Ghaziabad",28.66667,77.41667,27.9,1
AAX6FRNBEU9PK,Dealer,3 BHK,967.0951763,3,2,"Dombivli (East),Maharashtra",19.2167,73.0833,82,0
A3111G3DOYIV2A,Owner,2 BHK,1300.202254,2,1,"CDA Colony,Patna",25.618705,85.17096,45,1
A3JO81AUCLO2U7,Dealer,4 BHK,1792.757261,3,1,"Sector-150 Noida,Noida",28.429614,77.481711,100,0
A2V71J7J3DTB5B,Builder,2 BHK,482.2198276,2,2,"Karveer Nagar,Kolhapur",16.7,74.23333,17.9,0
A31WPNRPB608EC,Owner,1 BHK,1649.917504,2,0,"Kaushambi,Ghaziabad",28.638934,77.326457,110,1
A1KG9W0FX5STMR,Dealer,2 BHK,1837.859914,2,1,"Chembur Gaothan,Mumbai",19.069359,72.900638,360,1
AZ3FPU1QSFBC6,Dealer,4 BHK,3330.305783,2,2,"Rambagh,Jaipur",26.901661,75.815245,330,0
A2S244KFX0745K,Dealer,3 BHK,690.0750964,3,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,34,1
A2FOXRMJA0T9M7,Dealer,2 BHK,1207.54717,2,1,"New Alipore,Kolkata",22.53028,88.33417,160,0
ARXORJX86X1J2,Owner,2 BHK,1406.25,2,1,"Adityapur,Jamshedpur",22.7808,86.1522,45,1
A372X206KVOQWQ,Dealer,2 BHK,644.3054766,2,2,"Sector-37C Gurgaon,Gurgaon",28.45122,76.985149,34,0
A1O4VI7N94CK4L,Dealer,3 BHK,1360,2,1,"Nipania,Indore",22.760061,75.928572,47.6,1
AJTSE4IPHREL4,Owner,3 BHK,1394.101877,2,1,"Kenchenahalli,Bangalore",13.1195,77.5837,52,0
AQ9M45GUGWJ9N,Owner,3 BHK,930.0329089,2,2,"Kalamboli Tal. Panvel,Raigad",19.024,73.103,65,0
AXXCSX5J1YGEH,Owner,2 BHK,1535.050316,2,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,90,0
A35RALTOLCAJLH,Owner,3 BHK,2199.792961,2,2,"Khandari,Agra",27.204996,77.990474,170,0
A3AV5XEJ25KVF4,Dealer,9 BHK,600,9,3,"Udyog Nagar,Pune",21.721344,73.001615,48,0
A1JYQTN8CN3CY2,Dealer,5 BHK,949.9934028,3,1,"Charmwood Village,Faridabad",28.494181,77.290609,72,1
A3R66N9FR8HMJ7,Owner,2 BHK,350.0269251,2,1,"back side of Lokanath temple,Puri",27.846364,-82.841985,13,1
A1ZYO3FOEXVCJS,Dealer,3 BHK,2506.635211,3,2,"Sector-134 Noida,Noida",28.5041,77.381557,85,0
A3BH49ZKESHDID,Dealer,3 BHK,7075.471698,2,1,"Chengalpet,Chennai",13.09,80.27,30,0
A23WVMQ6J7BZ61,Builder,3 BHK,77615.50473,3,2,"Ghorpadi,Maharashtra",18.520209,73.905065,8450,0
A22SF4XQI6LLUS,Dealer,3 BHK,1608.271109,3,1,"Jadavpur,Kolkata",22.494831,88.370567,140,1
A30MMUR0DMHYCG,Owner,3 BHK,1166.666667,3,0,"Gwarighat,Jabalpur",23.10806,79.92833,17.5,1
APNMGFU73W7ZC,Owner,2 BHK,1679.731243,2,2,"Dhakoli,Mohali",30.657375,76.853855,45,1
AH7LB9HXLYL25,Dealer,5 BHK,899.9052731,3,1,"NIBM,Pune",18.475864,73.890009,57,1
A3OXHLG6DIBRW8,Owner,3 BHK,1315.047905,2,2,"Sector-76 Noida,Noida",28.567633,77.383124,70,1
A33VG37SOTA0YS,Owner,2 BHK,2317.832826,2,0,"Suraj Kund,Faridabad",28.488415,77.285903,160,0
AI7W7S3IK45KV,Owner,3 BHK,1240.079365,3,2,"Dum Dum Park,Kolkata",22.630965,88.378465,50,1
A3THFR9NVPSUIP,Dealer,2 BHK,408.4739312,2,2,"Kolshet Road,Mumbai",19.249861,72.963866,64.4,0
A26HBK5Y0EL8XQ,Owner,2 BHK,735.2941176,2,2,"Baguihati,Kolkata",22.617564,88.427982,17,0
A1O82ZI2GB22WZ,Dealer,3 BHK,697.0849176,2,2,"Kothrud,Pune",18.5101,73.8141,55,0
A228Q0U7S4D88X,Dealer,3 BHK,1345.037519,3,0,"Satya Nagar,Bhubaneswar",20.2814,85.849075,95,1
A3BEO6VFOO8FRB,Dealer,2 BHK,1050.052503,1,1,"Hinjewadi,Pune",18.5853,73.7413,60,0
A30QZ7UKDUJHBB,Owner,2 BHK,1409.332916,2,1,"Sarthana Jakatnaka,Surat",21.235342,72.917751,45,1
A20HTVL7JE0JG2,Dealer,1 BHK,1500.750375,1,1,"Narayanpur,Kolkata",22.40107,88.5424,60,0
A36D2ED3Q81YEQ,Owner,2 BHK,1324.753974,2,1,"Kalinganagar,Bhubaneswar",20.26444,85.82806,70,1
A1DYP6HZQ3AGZU,Owner,4 BHK,1500,2,3,"Sailashree Vihar,Bhubaneswar",20.26444,85.82806,75,0
A1SCDZZWN02VVN,Dealer,2 BHK,1785.123967,2,1,"Peer Muchalla,Panchkula",30.660437,76.861517,54,1
A3IQFDK2A3APGE,Dealer,1 BHK,403.8095238,1,1,"Anjurdive,Maharashtra",18.96,72.82,42.4,1
A1HHS1SELWW6NY,Dealer,2 BHK,1834.862385,2,2,"Sholinganallur,Chennai",12.90015,80.22791,120,0
AMQ8L5JWWDGIA,Dealer,3 BHK,1075.599262,3,1,"Mahawadiya,Bhopal",23.11702,77.39529,17.5,1
AN808YPCW2C2F,Dealer,2 BHK,1578.418711,2,1,"Kharghar,Lalitpur",24.69028,78.41889,110,0
A3JMLZS0QJCD5N,Dealer,3 BHK,1400.115473,3,1,"7th Phase JP Nagar,Bangalore",35,136,97,0
A212N0TUR007EK,Dealer,4 BHK,1340.074313,2,1,"Ganesh Nagar,Maharashtra",21.135078,79.114744,220,1
A19YEVVAPRW51R,Dealer,3 BHK,1400,3,3,"Sector-150 Noida,Noida",28.429614,77.481711,66.5,1
A298O68DGTCC48,Owner,3 BHK,1207.041073,3,2,"Horamavu,Bangalore",13.0318,77.6583,72,0
A2EOU0LXAOMPG,Dealer,2 BHK,1036.062961,2,1,"Dash Drone,Kolkata",22.54111,88.33778,52,1
A38OVPNVBVUO9Y,Dealer,4 BHK,1197.297528,2,3,"Manpada,Maharashtra",19.239813,72.962722,140,0
A397CWU6DM3O5G,Dealer,3 BHK,712.0253165,3,2,"Pratapgarh,Kolkata",22.54111,88.33778,18,1
A2IRN7AVMV5PPL,Dealer,2 BHK,2040.069048,2,1,"Thane West,Lalitpur",19.18,72.96333,390,0
A2SSX0VOP3CHZW,Owner,4 BHK,2400.548697,2,3,"chitrakoot vaishalinagar,Jaipur",26.91667,75.86667,70,1
ALNSBHX0BCMBJ,Owner,3 BHK,891.2655971,3,2,"Champasari,Siliguri",26.747109,88.417335,25,0
A2E3Q8U8364F5P,Dealer,3 BHK,505.0505051,2,1,"Kabir Nagar,Raipur",30.872533,75.881216,14,0
A3BXNABYRR66IN,Dealer,2 BHK,1200,2,2,"City Center,Gwalior",26.209302,78.194369,28.5,1
A1LWILWU3AAFPG,Owner,2 BHK,1000,2,0,"Ayodhya Bypass,Bhopal",23.25,77.41667,32,0
A1A0JJPS4JAZHI,Dealer,3 BHK,1170.091324,3,1,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,82,0
AHYRTWABDAG1H,Dealer,,961.9084263,,2,"Thane West,Lalitpur",19.18,72.96333,100,1
AL7ASCO6NWTJ6,Dealer,2 BHK,1322.204776,2,3,"Sector-94 Noida,Noida",28.55182,77.324137,160,1
A1LO4ME566EKLC,Owner,1 BHK,1315.002989,1,1,"Sector-76 Noida,Noida",28.567633,77.383124,66,0
A4MPDQF63WAEO,Owner,1 BHK,750.1172058,1,2,"Tandalja,Vadodara",22.285525,73.153862,32,1
A2EIIDTYMJAEXV,Owner,3 BHK,1125,3,2,"Sargasan,Gandhinagar",23.182972,72.611485,45,0
A13G8CNY7VX57F,Dealer,3 BHK,3104.947216,3,1,"Sector-34A Kharghar,Mumbai",19.038205,73.06612,300,1
A3OFVFM2H4XQPT,Owner,2 BHK,967.1476819,2,1,"Ambattur,Chennai",13.0983,80.1622,63,1
A2YPBLSWGVCGVL,Owner,2 BHK,1754.882536,2,1,"Urjanagar 1,Gandhinagar",23.22,72.68,62,1
AEFA52M4MT4H6,Owner,2 BHK,550,2,1,"Triveni Nagar,Jaipur",26.888436,80.926113,16.5,0
A8AJFY7BX21SS,Dealer,2 BHK,1182.832038,2,2,"Pokhran-2,Maharashtra",19.371618,72.824114,140,1
A2BF7B1EJBMNSY,Dealer,2 BHK,2189.635535,2,2,"Zirakpur,Chandigarh",30.662283,76.822397,76.9,0
A1XDNMQMY5PYFZ,Dealer,3 BHK,1310.066551,3,3,"Malad (East),Lalitpur",19.1758,72.8643,250,1
AYMV2T86WIXVD,Owner,3 BHK,890.5852417,3,2,"Manek Nagar,Jamnagar",22.245556,73.085224,17.5,0
A1PZN8AP463DG,Dealer,2 BHK,1083.709621,2,0,"Palanpur,Surat",21.17,72.83,31.2,0
A1VMGTCTZUKHV6,Owner,1 BHK,1500.133941,1,1,"Sector-3 Rajendra Nagar,Ghaziabad",28.684262,77.357147,56,0
A3CFKMOCU5C5UR,Owner,2 BHK,1500.214316,2,2,"Jharapada,Bhubaneswar",20.275267,85.862407,70,1
A1O9O18AE5HIOL,Dealer,3 BHK,645.6820016,2,1,"Mulund (West),Lalitpur",19.1759,72.9522,160,0
A3UAHFFUHXJ7Z0,Dealer,2 BHK,1297.789337,2,2,"Kanakpura Road,Bangalore",12.896796,77.5724,49.9,1
A3KTOA1CBPBBC0,Owner,3 BHK,1573.082805,3,2,"Begur,Bangalore",12.8706,77.6279,72,0
A16V3EN9C3K83W,Owner,3 BHK,2078.669651,3,2,"Bannerghatta Road,Bangalore",12.808137,77.58308,130,1
A32OZFDUK07WLV,Owner,3 BHK,682.1766562,2,3,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,17.3,0
A1WX42M589VAMQ,Owner,3 BHK,2100.656455,3,1,"Ali Nagar Dhorra,Aligarh",27.917376,78.099967,48,1
A3EGP5QU70NRKA,Dealer,1 BHK,1121.579183,1,0,"Sector-35G Kharghar,Lalitpur",24.69028,78.41889,100,1
A3LRR63WLQ3N3O,Owner,1 BHK,1596.223022,1,1,"Hosa Road,Bangalore",12.863589,77.656426,71,0
A35MKC4WRQ8M8F,Dealer,3 BHK,880.938642,2,1,"Nanmangalam,Chennai",12.940685,80.177022,45.8,1
A1C1Y0S6QPBM4W,Dealer,3 BHK,1522.815032,3,2,"Manpada,Maharashtra",19.239813,72.962722,280,0
A11VPI6WLMQ2ZQ,Dealer,7 BHK,1252.00857,7,3,"Kharadi,Pune",18.5438,73.9438,93.5,0
A9T4HGTPSJ27N,Owner,2 BHK,940,2,1,"Sector-143B Noida,Noida",28.495803,77.426848,42.3,1
A1I985U2CK6R97,Dealer,2 BHK,1275.022313,2,1,"Konanakunte,Bangalore",12.8855,77.5638,100,1
A2E3WMF9RWW2X2,Owner,3 BHK,627.6150628,2,1,"Besa,Nagpur",21.080409,79.098334,30,0
AJY5Y3SHROG5C,Owner,4 BHK,1485.253554,3,2,"Gunadala,Vijayawada",16.515343,80.654311,70,1
AJW40ZXGT8ITY,Owner,4 BHK,920.2453988,3,2,"Chiplun,Ratnagiri",17.524875,73.520142,30,0
AGC3K4KSI67RI,Dealer,2 BHK,905.715062,2,2,"Pokhran-2,Maharashtra",19.371618,72.824114,100,1
A30NECNFHHBT3H,Dealer,2 BHK,1691.309806,2,2,"Cuffe Parade,Maharashtra",18.9147285,72.8202265,970,0
A1TCNR6ULOEDOQ,Dealer,2 BHK,672.0430108,2,2,"Kolshet Road,Mumbai",19.249861,72.963866,90,1
A3SM576V5911MB,Dealer,5 BHK,2635.277583,2,2,"Sai Gardens,Bangalore",32.126322,76.541845,150,0
A3223MR0RBJG6H,Owner,3 BHK,800,3,1,"Ankur Vihar,Ghaziabad",28.66667,77.41667,20,0
A1Y1L56592H2ZX,Owner,2 BHK,759.1861524,2,1,"Chengalpet,Chennai",13.09,80.27,25,0
A3NH41GQPFMGQS,Dealer,4 BHK,1140.10641,2,1,"Wagholi,Pune",18.5823,73.983,45,0
A2D293ADQ5HCLF,Dealer,4 BHK,1786.112972,2,2,"Konanakunte,Bangalore",12.8855,77.5638,160,0
A17Q17AR5GN2SH,Dealer,3 BHK,1600,3,2,"Keshav Nagar,Pune",27.16726,75.709505,120,1
A3W4RLOQQ2R4RT,Owner,3 BHK,610.0316313,3,2,"Sukhsagar Nagar,Pune",18.52361,73.84778,27,1
A2AV6EYCQ5OA30,Dealer,2 BHK,1064.695935,2,2,"Chembur,Lalitpur",19.05871,72.89969,170,0
AR37BG23UFBF6,Owner,3 BHK,1381.291028,3,2,"Patia,Bhubaneswar",20.353795,85.82102,50.5,0
A2EZOWS34XH567,Dealer,1 BHK,2420.856611,1,1,"Zirakpur,Chandigarh",30.662283,76.822397,65,0
ACSALMTTUS776,Dealer,3 BHK,910.2990033,3,3,"Ananth Nagar,Bangalore",12.96991,77.59796,27.4,1
A1XKHPDL7JJBK5,Dealer,3 BHK,869.7164724,3,3,"Marol,Maharashtra",19.111438,72.878724,250,1
A1B1QMGK8VYG80,Dealer,3 BHK,1025.179856,3,2,"Kaggadasapura,Bangalore",12.9816,77.6729,57,1
A2KHRJZDOQUK4Y,Dealer,2 BHK,975.2020061,2,2,"Vasant Vihar,Mumbai",19.043732,72.90372,140,1
AK09TO4RIP6IR,Owner,2 BHK,1650.227618,2,1,"Gubbalala,Bangalore",12.96991,77.59796,87,1
A3L9WUD9W8TAFT,Dealer,3 BHK,1350.124801,3,2,"Action Area IIB,Kolkata",40.67197199,-86.15292909,59.5,0
A2W9I628I6SE1U,Dealer,2 BHK,2256.820061,1,2,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,81.9,1
AOQT2JCYZ1UWP,Owner,3 BHK,666.0323501,3,2,"Kirkatwadi,Pune",18.437138,73.794801,35,0
A2U4N0SDPQQ884,Dealer,2 BHK,2280.068402,2,2,"Sector-79 Noida,Noida",28.558047,77.392752,120,0
AYZZSRYAIXNOS,Dealer,1 BHK,1321.81599,1,0,"Sasni Gate,Aligarh",27.865695,78.067543,32.9,0
A3NHUQ33CFH3VM,Dealer,4 BHK,1409.077425,2,3,"Aerocity,Mohali",30.696627,76.693764,47.5,1
A3NHUQ33CFH3VM,Owner,2 BHK,1015.02233,2,1,"Basaveshwara Nagar,Bangalore",12.985039,77.54383,75,0
A3NHUQ33CFH3VM,Dealer,3 BHK,694.0588562,2,3,"Tollygunge,Kolkata",22.5,88.35,62.5,1
A6LAMY7Z10BBJ,Dealer,3 BHK,1214.329083,2,3,"Poonam Gardens,Mumbai",19.019766,72.853818,100,0
A3NHUQ33CFH3VM,Owner,6 BHK,429.5197189,2,1,"Vavol,Gandhinagar",23.22533,72.619511,22,1
A1K4TZD6TPLKOC,Dealer,4 BHK,992.3664122,3,2,"Wadala,Lalitpur",24.69028,78.41889,260,0
ABO66JJKQBGID,Dealer,2 BHK,1414.427157,2,2,"Jodhpur Park,Kolkata",22.506447,88.363636,110,1
A1UTKYFGM2ITLU,Owner,3 BHK,1900.057002,3,1,"Gomti Nagar Extension,Lucknow",21,77,100,1
AWBKE3QTB3BWX,Dealer,2 BHK,980.0490025,2,3,"Undri,Pune",18.452663,73.93104,56,0
ACM3Z9NLSE8S9,Dealer,1 BHK,1511.144692,1,2,"Sanewadi,Pune",18.089811,74.276733,120,1
A7INGAHQIWQ1,Dealer,2 BHK,1574.438527,2,3,"Andheri (West),Mumbai",19.139348,72.820458,680,0
A3TUTIAVU7Q2E2,Owner,2 BHK,2000,2,2,"Dhakoli,Mohali",30.657375,76.853855,70,0
A3MA4VWLFOCJ41,Dealer,3 BHK,1542.891785,2,2,"Sirsi Road,Jaipur",27.073397,75.594316,50.9,1
A26L4JZZ9C1GT5,Dealer,2 BHK,969.9829598,2,2,"Chembur,Mumbai",19.05871,72.89969,370,1
AOIW6NFHHPT78,Dealer,9 BHK,866.6666667,9,2,"Thakur complex,Maharashtra",18.51306,76.87528,130,0
AB0BXP1IKDBIA,Owner,3 BHK,610.0942873,3,1,"Balaji Nagar,Pune",18.46471,73.860087,33,1
AH5GCNH82ZU0C,Owner,2 BHK,520.0367085,2,1,"AMS Layout,Bangalore",12.96991,77.59796,17,0
A3T7LFZQGL24A5,Owner,3 BHK,879.091155,3,1,"Ashok Nagar,Allahabad",25.470837,81.824653,65,1
AYAU6OMJ81Q7Z,Dealer,3 BHK,1274.74002,2,1,"Kaza,Guntur",16.3906,80.5425,38,0
AXKXFB6C9Z9BH,Dealer,2 BHK,2508.623393,2,2,"8th Block Jayanagar,Bangalore",12.925,77.595,320,1
