RID,POSTED_BY,BHK_NO,SQUARE_FT,BATH,BALCONY,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,Label,results
A18TQ3KJY1J015,Owner,2 BHK,1900.0782390000002,2.0,2,"Keshava Nagar,Bangalore",12.972014999999999,77.56302099999999,170.0,1,1
A1Q1AUJ3E43I8G,Dealer,2 BHK,1120.099564,2.0,1,"Wakad,Pune",18.5993,73.7625,72.0,0,0
A3U58GFUQAOZLE,Dealer,3 BHK,1847.0705059999998,3.0,3,"Kharar,Mohali",30.74,76.65,37.2,0,0
AUI3N3A5AYO3M,Owner,2 BHK,650.026001,2.0,2,"Katargam,Surat",21.232813,72.832454,25.0,0,0
A2V82V20LFSWD7,Dealer,2 BHK,1075.5842380000001,2.0,1,"Andheri (East),Lalitpur",19.1145,72.8712,220.0,1,1
A3NM3RXJ8HI5TC,Dealer,2 BHK,686.9881711,2.0,1,"Fatehabad Road,Agra",27.1,78.19,15.1,0,0
AINFLXJIMS32P,Dealer,2 BHK,1458.017581,2.0,2,"Noida Extension,Noida",28.579003999999998,77.431173,48.1,1,1
AQRS0R3YWIMD1,Dealer,6 BHK,535.3640245,3.0,2,"Ranjnoli,Mumbai",18.96667,72.83333,46.4,0,0
A11QUNPSCNHY62,Dealer,2 BHK,1541.781091,2.0,1,"Porur,Chennai",13.03478,80.15586,78.6,1,1
AAZ084UMH8VZ2,Owner,3 BHK,700.1909612000001,3.0,1,"Lajpat Nagar - Ghaziabad,Ghaziabad",28.467299,77.02889499999999,22.0,0,0
A2WUBQNGNGWHG5,Owner,3 BHK,963.1591620999999,3.0,2,"Kengeri,Bangalore",12.919986999999999,77.489265,40.0,1,1
A1TQ9QG6ZXLFVV,Owner,4 BHK,1255.230126,2.0,1,"Puthur,Palakkad",10.78624,76.66378,45.0,1,1
A30GTV8XR6ZGTC,Dealer,2 BHK,1000.0,2.0,1,"Mulund (West),Maharashtra",19.1759,72.9522,130.0,0,0
A3HZG65Z2BHCT3,Owner,4 BHK,700.1647446000001,2.0,1,"Magadi Road,Bangalore",12.97494,77.564159,17.0,1,1
A3042WJDYJ22S8,Owner,2 BHK,795.1356408,2.0,1,"Sector-168 Noida,Noida",28.494868,77.410298,34.0,0,0
AA83QXB39NF8B,Owner,2 BHK,1139.0887289999998,2.0,0,"New Thillai Nagar,Coimbatore",10.818481,78.68073199999999,38.0,0,0
AUAXNVACC3MJL,Dealer,4 BHK,1719.875309,2.0,0,"Whitefield,Bangalore",12.9958935,77.761394,160.0,1,1
A3IJP7JXMWEPB1,Dealer,3 BHK,1285.072952,3.0,2,"Sector-150 Noida,Noida",28.429614,77.481711,68.7,1,1
A2CFBLKI8YMK24,Dealer,7 BHK,1025.0569480000001,3.0,3,"Taloja,Mumbai",19.076057000000002,73.097319,54.0,0,0
A1IRCA0BTW0LLD,Dealer,2 BHK,1799.0141399999998,1.0,1,"4 Bunglows,Maharashtra",19.128324,72.825408,500.0,1,1
A2UFC8M91UFRX9,Owner,1 BHK,8638.743455,1.0,0,"Ramakrishnapuram Secunderabad,Secunderabad",17.441856,78.502111,33.0,0,0
A3QFVEQNX2FQ8P,Owner,2 BHK,1694.2771079999998,2.0,2,"Thanisandra,Bangalore",13.055985,77.622157,90.0,1,1
A181BEPNIVQWB1,Dealer,2 BHK,1400.0,2.0,1,"Trisulia,Cuttack",20.45,85.86667,54.6,0,0
A1UJ6I72N22HT7,Dealer,3 BHK,1762.196253,7.0,3,"Manpada,Maharashtra",19.239813,72.962722,190.0,1,1
A386PFEJWL73X5,Owner,3 BHK,1025.115325,3.0,3,"Viswapriya Layout,Bangalore",12.96991,77.59796,40.0,0,0
A2MIJOZVTWEXP2,Dealer,3 BHK,1040.077659,3.0,2,"Baner,Pune",18.558319,73.77588,75.0,0,0
A4AYT6I29WTPY,Owner,2 BHK,1179.941003,2.0,2,"Sector-76 Noida,Noida",28.567633,77.383124,56.0,0,0
A1UDFKEKTO70NX,Dealer,3 BHK,775.0356924,3.0,2,"North Purbachal,Kolkata",22.54111,88.33778000000001,38.0,0,0
A471XPKNUEJGU,Dealer,2 BHK,1610.089897,2.0,1,"Thanisandra,Bangalore",13.055985,77.622157,120.0,0,0
A3UCO7B9HP42BG,Owner,2 BHK,44117.64706,2.0,2,"Bodhan,Nizamabad",18.67,77.9,120.0,1,1
A28A3KLKV22OAJ,Owner,2 BHK,588.004704,2.0,0,"Medavakkam,Chennai",12.91716,80.19287,30.0,1,1
A1WX42M589VAMQ,Dealer,3 BHK,345.0309643,2.0,2,"Diva,Lalitpur",28.534155,77.243195,35.1,0,0
ARUQJLJBXS88,Dealer,2 BHK,670.0032289,2.0,1,"New Sector-50 Nerul,Maharashtra",19.0242,73.0172,83.0,1,1
A3MKD1JZEYH8J3,Dealer,2 BHK,547.5,2.0,1,"Sector-37C Gurgaon,Gurgaon",28.451220000000003,76.98514899999999,21.9,0,0
A1ZH9LWMX5UCFJ,Dealer,2 BHK,850.19056,2.0,2,"Manjari Budruk,Pune",18.539235,73.875126,29.0,1,1
AK5DB61C13CN7,Owner,3 BHK,1225.03603,3.0,3,"Sowripalayam,Coimbatore",11.013335000000001,77.009775,59.5,1,1
A3AIHN7XBD816P,Owner,3 BHK,403.125,3.0,2,"Alikia,Puri",19.833966,85.85101800000001,12.9,1,1
AWZG8HXBE8PNB,Dealer,2 BHK,1246.1059189999999,2.0,2,"Hoshangabad Road,Bhopal",22.75,77.72,36.0,1,1
A3QAZDJ7NYH2C6,Dealer,2 BHK,1182.834475,2.0,1,"Siddhartha Vihar,Ghaziabad",28.66667,77.41667,32.8,1,1
A2OPEDFVLL22TP,Owner,3 BHK,1269.035533,3.0,2,"Ramnagar,Coimbatore",11.0,76.96667,70.0,0,0
A2M7DO3ICXZWF1,Owner,2 BHK,850.0510031,2.0,0,"Ramamurthy Nagar,Bangalore",13.013311999999999,77.662077,50.0,1,1
A1KTR92SDR33GZ,Dealer,2 BHK,1055.926544,2.0,3,"Thanisandra,Bangalore",13.055985,77.622157,75.9,0,0
A1DMR4TXV10JBB,Owner,2 BHK,1175.088132,2.0,2,"Nawadih,Dhanbad",23.810398,86.222799,20.0,1,1
A15UN7OK3WRFXE,Dealer,2 BHK,1489.1293560000001,2.0,2,"Sector-62 Gurgaon,Gurgaon",28.407632,77.084393,150.0,0,0
A31UITXO8QXG3H,Dealer,8 BHK,400.0,8.0,2,"Taloja,Lalitpur",24.690279999999998,78.41889,25.0,1,1
AQAEOMJX8ON8A,Dealer,3 BHK,884.0,2.0,2,"Chelidanga,Asansol",23.680545000000002,86.951712,22.1,0,0
A4FVWK4UTFQVT,Owner,3 BHK,1089.126883,3.0,2,"5th Block Hbr Layout,Bangalore",13.037343,77.628291,60.0,1,1
A2D8K0GPVMMSER,Dealer,3 BHK,1882.2222219999999,3.0,2,"Patia,Bhubaneswar",20.353795,85.82101999999999,84.7,0,0
A2U3DAB0WI8BLZ,Owner,2 BHK,525.0875146000001,1.0,1,"Kambar Nagar,Chennai",13.09,80.27,27.0,1,1
A3SV6IWK26XK6B,Dealer,3 BHK,1708.074534,2.0,3,"Thakur Village,Maharashtra",18.518797,73.933947,220.0,0,0
ACNON4BZACUUL,Owner,4 BHK,920.0,2.0,3,"Bhattakufer,Shimla",31.10333,77.17222,23.0,1,1
A1UDZGQRPFHB5Y,Owner,2 BHK,1700.0,2.0,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,85.0,1,1
A2ZCD6KO2YY9IZ,Dealer,3 BHK,1089.037817,2.0,1,"Kolshet Road,Lalitpur",24.690279999999998,78.41889,91.0,0,0
A34ZI3K5DNDSNE,Dealer,3 BHK,550.0550055,2.0,3,"Sukhsagar Nagar,Pune",18.52361,73.84778,25.0,1,1
A1Y1O4GJA3HXQF,Dealer,3 BHK,1607.012418,3.0,2,"7th Phase JP Nagar,Bangalore",35.0,136.0,110.0,0,0
A2TW6FWJYTF8QM,Dealer,2 BHK,1213.0197449999998,2.0,1,"Kanjur Marg (East),Maharashtra",18.96,72.82,180.0,0,0
AISIJIUHHZNHQ,Dealer,3 BHK,1030.131342,2.0,2,"Ulwe,Mumbai",18.973907999999998,73.02510600000001,80.0,1,1
AC82F5LXJCR22,Owner,1 BHK,1225.071225,1.0,1,"Lunsikui,Navsari",20.942355,72.940376,30.1,1,1
A3I7NZC5LUVPPW,Dealer,3 BHK,896.4955175000001,3.0,2,"Sector 82 Faridabad,Faridabad",28.394375,77.35722700000001,22.0,0,0
A14B8M117EUBLK,Dealer,3 BHK,1345.2027699999999,3.0,2,"Sector-66A Mohali,Mohali",30.661103999999998,76.746082,68.0,1,1
A228P3VH7SFBHG,Owner,2 BHK,900.0473708999999,2.0,1,"Dhayari,Pune",18.430375,73.815337,38.0,0,0
A1AQ2W2R4SOVGN,Dealer,3 BHK,3285.1511170000003,3.0,2,"Wadala East,Mumbai",19.014858,72.8662,650.0,1,1
A3NCTCNAUYCH6H,Dealer,2 BHK,1583.531275,2.0,1,"KR Puram,Bangalore",13.010349,77.712151,100.0,0,0
ADD87VB66Y0DQ,Dealer,4 BHK,1480.132073,2.0,2,"Pashan,Pune",18.5442,73.7948,130.0,1,1
A2GS0QUCV2KVMP,Dealer,2 BHK,1291.231365,2.0,2,"Sector 10 Kharghar,Mumbai",19.033956,73.075342,110.0,0,0
A1D0P49A1MQO1O,Owner,4 BHK,1400.1473839999999,2.0,3,"Zirakpur,Chandigarh",30.662283000000002,76.822397,38.0,0,0
A3J6N95DIJTPVH,Dealer,3 BHK,566.2323052,2.0,2,"Kolshet Road,Mumbai",19.249861,72.96386600000001,60.4,1,1
A3MALNCOVF5COP,Builder,3 BHK,399.53542389999996,3.0,2,"Shelwadi,Palghar",19.706982,72.80809,17.2,0,0
A1ABDQ02BCIGYQ,Dealer,2 BHK,1049.868766,2.0,1,"Kharadi,Pune",18.5438,73.9438,48.0,0,0
A1KBNKFKAWYV7L,Dealer,11 BHK,1250.0,9.0,3,"Action Area 1C,Kolkata",22.577072,88.462457,60.0,1,1
ARLTWKV2AUJ2F,Owner,3 BHK,735.8738502,3.0,0,"jhusi,Allahabad",25.444108,81.914212,28.0,1,1
AGXEFR3PWFEM,Dealer,3 BHK,1071.4285710000001,2.0,1,"Madhyamgram,Kolkata",22.7,88.45,33.6,0,0
ACPABFZ8DBLDG,Dealer,2 BHK,650.0,2.0,1,"Sector 10 Kharghar,Mumbai",19.033956,73.075342,65.0,1,1
A2L0EIYNODCZ9U,Owner,2 BHK,1350.166579,2.0,2,"Sector-143 Noida,Noida",28.5035,77.426447,77.0,0,0
A1MJ0MF2OFIU4D,Dealer,2 BHK,687.6948468999999,2.0,2,"Marol,Maharashtra",19.111438,72.878724,150.0,1,1
A1PIDGL665V5QP,Owner,2 BHK,970.8295350999999,2.0,2,"Jakhiya,Indore",22.808778,75.861639,21.3,1,1
ASC04R0BT3TO4,Dealer,3 BHK,650.0541712,2.0,2,"Sector 17 Ulwe,Lalitpur",18.964489,73.019574,36.0,1,1
AFSFFRR7JMPZ8,Dealer,3 BHK,7500.0,3.0,3,"Rajaji Nagar,Bangalore",12.9847,77.5491,1200.0,1,1
A2QWGB918P1HU0,Owner,2 BHK,929.9781182,2.0,1,"Sector-74 Noida,Noida",28.577672999999997,77.389781,51.0,1,1
A2FZE965O64BXJ,Dealer,4 BHK,1062.9599349999999,2.0,2,"Kamshet,Pune",18.756363,73.539082,65.0,0,0
ARQ2DJUU4XB1V,Dealer,2 BHK,1363.636364,2.0,0,"Jalukbari,Guwahati",26.154874,91.670312,45.0,1,1
A2AF5SS29LC4BB,Dealer,2 BHK,1075.017527,2.0,1,"Sector-126 Mohali,Mohali",30.756258000000003,76.655851,46.0,0,0
A3KJ6JZ8MWERPG,Owner,4 BHK,2150.757886,2.0,1,"Sector-127 Mohali,Mohali",30.768683000000003,76.650876,52.5,0,0
A1USXH72S0TD4B,Dealer,2 BHK,2102.680918,2.0,1,"Sector-137 Noida,Noida",28.506453999999998,77.40956800000001,120.0,0,0
A1ZE87EABE7FVQ,Owner,2 BHK,1050.080775,2.0,1,"Bagmugaliya,Bhopal",23.19046,77.473795,26.0,1,1
A2USOYPY0M1R6X,Dealer,2 BHK,1365.138669,2.0,1,"Lake Town,Kolkata",22.603606,88.406203,95.0,0,0
AOHGLP2W3B3I4,Owner,2 BHK,1400.180668,2.0,1,"Seegehalli,Bangalore",12.817956,77.452539,62.0,1,1
A388FLQFOEM0IO,Dealer,4 BHK,700.0350017999999,2.0,2,"Sector-15 Ghansoli,Lalitpur",28.3967,77.32330999999999,80.0,0,0
A1ZS6CRXGZX4YE,Dealer,2 BHK,1614.919775,2.0,1,"Sector-150 Noida,Noida",28.429614,77.481711,77.5,1,1
A21TGZU9EXJ272,Owner,2 BHK,1750.5470460000001,2.0,0,"Gotri Road,Vadodara",22.312358,73.145436,48.0,0,0
A1K7OUOZGT6EG3,Dealer,4 BHK,1145.038168,2.0,2,"Kathreguppe,Bangalore",12.913771,77.768321,75.0,1,1
A2M687HYOW9JFW,Owner,4 BHK,1570.048309,2.0,3,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,78.0,1,1
ANUUF3N6B9NTA,Owner,5 BHK,1075.268817,3.0,2,"Saiyed Vasna,Vadodara",22.312063000000002,72.674296,37.0,0,0
A7IFA2NZR7YV0,Dealer,5 BHK,1500.0535730000001,3.0,2,"Marol,Lalitpur",24.690279999999998,78.41889,280.0,1,1
A11V8XN8SUHPOV,Dealer,3 BHK,1123.333333,3.0,2,"Gajuwaka,Visakhapatnam",17.7,83.2167,33.7,0,0
A2DYZJ8D7QD1KE,Dealer,4 BHK,3750.375038,2.0,3,"Kasavanhalli,Bangalore",12.9077,77.6755,250.0,0,0
A3K0UVMET7SEWE,Dealer,4 BHK,1198.214286,2.0,2,"Sector-68 Gurgaon,Gurgaon",28.376683,77.047179,67.1,1,1
A2PXWG7EVCNJ9H,Dealer,2 BHK,3175.10716,2.0,1,"Prince Anwar Shah Rd.,Kolkata",22.56972,88.36972,600.0,1,1
A7H19XVU8BGKB,Dealer,2 BHK,895.9628966,2.0,2,"Thane West,Maharashtra",19.18,72.96333,85.0,0,0
A34O62IDVYW7X9,Owner,3 BHK,882.6125331000001,3.0,2,"Shalimar Garden Extension II,Ghaziabad",28.689982,77.339807,50.0,1,1
A3GK03NK0A7GHQ,Dealer,5 BHK,1358.5837789999998,7.0,3,"Sector-127 Mohali,Mohali",30.768683000000003,76.650876,33.0,0,0
A1MG1L05INR6K,Dealer,3 BHK,1356.223176,3.0,2,"Porvorim,Goa",15.40194,74.04333000000001,79.0,1,1
A2ZVXWYWGSEIVF,Owner,2 BHK,1600.0,2.0,2,"Green Garden Layout,Bangalore",15.350029999999999,75.125744,60.0,0,0
AGXFRN1RZKI4J,Owner,2 BHK,899.9742864,3.0,3,"Oragadam,Chennai",13.09,80.27,35.0,1,1
A1Z1RVRG9CFCB7,Owner,2 BHK,1200.0,2.0,1,"Murlipura,Jaipur",26.979452000000002,75.765051,45.0,0,0
A2C9XE9I8RSKNX,Dealer,2 BHK,1256.281407,2.0,1,"Sector-14 Taloja,Mumbai",28.390964,77.33422900000001,50.0,0,0
A1WWAQFIYLCL0Y,Dealer,2 BHK,93396.93698,2.0,1,"Mihan,Nagpur",21.15389,79.08306,7440.0,0,0
A3N9477PUE6WMR,Dealer,2 BHK,1040.041602,2.0,1,"Dombivli (East),Mumbai",19.2167,73.0833,60.0,0,0
ADDBLG0CFY9AI,Owner,3 BHK,950.0285008999999,2.0,1,"Govindpuri,Gwalior",26.205239000000002,78.203214,50.0,0,0
A1OEL4UZT3KKI4,Dealer,2 BHK,1549.897201,2.0,1,"Sector-104 Gurgaon,Gurgaon",28.474615999999997,76.990309,98.0,1,1
A39BLB42U7M6BD,Dealer,2 BHK,956.5217391000001,2.0,1,"Kolshet Road,Mumbai",19.249861,72.96386600000001,110.0,1,1
ATNQNZEHWMR9U,Dealer,3 BHK,2326.122354,3.0,1,"Zirakpur,Chandigarh",30.662283000000002,76.822397,100.0,0,0
A2CAZG1CQ8BQI5,Dealer,3 BHK,1805.054152,3.0,1,"Kaikondrahalli,Bangalore",12.9143,77.6764,150.0,0,0
A1MEI40LLXKQF6,Owner,3 BHK,1457.253886,3.0,1,"Kakkanad near CSEZ and Kendriya Bhavan,Ernakulam",42.55833,1.55528,45.0,0,0
A17PGKUKZB9XD,Dealer,1 BHK,1232.352941,2.0,0,"KR Puram,Bangalore",13.010349,77.712151,41.9,1,1
A3FVAWZNKW9GX,Owner,2 BHK,900.2520706,2.0,3,"Misrod,Bhopal",23.160829999999997,77.46833000000001,25.0,1,1
A2MSYPB6Z5RWK0,Dealer,2 BHK,555.0416281,2.0,1,"Poonam Sagar Complex,Maharashtra",18.52361,73.84778,60.0,1,1
A1USMRT33PBEKJ,Owner,2 BHK,1328.021248,2.0,1,"Atladra,Vadodara",22.271017999999998,73.154216,30.0,1,1
AGE88BOVVQ22J,Owner,2 BHK,1110.1973679999999,2.0,1,"Jaisinghpura,Jaipur",26.532207,75.520538,27.0,1,1
A1SNAYITRIW75P,Dealer,2 BHK,1620.111732,2.0,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,87.0,0,0
A3GW42Z2T2K1IF,Builder,4 BHK,1123.5955060000001,3.0,1,"Anantpura,Kota",25.112376,75.856488,33.0,1,1
A2TN9C5E4A0I3F,Dealer,1 BHK,1486.403777,1.0,0,"Sector-6 Kharghar,Lalitpur",19.043302,73.061357,170.0,0,0
A2NH6AZFB199O1,Dealer,2 BHK,1648.386483,2.0,1,"Malad (East),Mumbai",19.1758,72.8643,260.0,1,1
AQZ9FQYW60HJ4,Dealer,4 BHK,1900.031046,2.0,2,"Sector 78 Faridabad,Faridabad",28.380159999999997,77.369936,61.2,0,0
A2AZIBY2PKLW96,Owner,4 BHK,1050.052503,2.0,2,"Zirakpur,Mohali",30.65,76.82,30.0,1,1
A2J0QB01UVSH0Q,Dealer,4 BHK,1450.033279,2.0,1,"Mahim (West),Maharashtra",19.038516,72.840041,610.0,0,0
A2CYNULOBYISAZ,Dealer,4 BHK,1026.119403,3.0,3,"Undri,Pune",18.452663,73.93104,55.0,1,1
A36MP37DITBU6F,Dealer,3 BHK,1873.4109460000002,3.0,2,"Kharadi,Pune",18.5438,73.9438,140.0,0,0
AEC3FERY6U28I,Dealer,4 BHK,970.3085581,3.0,1,"Mira Road East,Mumbai",19.2836,72.8675,100.0,1,1
A5EQO6GVEIT4M,Owner,3 BHK,1100.110011,2.0,2,"Gubbalala,Bangalore",12.96991,77.59796,40.0,0,0
A18OUU4I29BU9F,Dealer,3 BHK,727.0168856,3.0,2,"Brahmand,Maharashtra",20.833141,79.66409200000001,62.0,1,1
A13HTFH4ZY0NCE,Dealer,2 BHK,1100.157729,2.0,2,"Ankur Vihar,Ghaziabad",28.66667,77.41667,27.9,1,1
AAX6FRNBEU9PK,Dealer,3 BHK,967.0951763,3.0,2,"Dombivli (East),Maharashtra",19.2167,73.0833,82.0,0,0
A3111G3DOYIV2A,Owner,2 BHK,1300.2022539999998,2.0,1,"CDA Colony,Patna",25.618705,85.17096,45.0,1,1
A3JO81AUCLO2U7,Dealer,4 BHK,1792.757261,3.0,1,"Sector-150 Noida,Noida",28.429614,77.481711,100.0,0,0
A2V71J7J3DTB5B,Builder,2 BHK,482.21982760000003,2.0,2,"Karveer Nagar,Kolhapur",16.7,74.23333000000001,17.9,0,0
A31WPNRPB608EC,Owner,1 BHK,1649.917504,2.0,0,"Kaushambi,Ghaziabad",28.638934000000003,77.32645699999999,110.0,1,1
A1KG9W0FX5STMR,Dealer,2 BHK,1837.8599140000001,2.0,1,"Chembur Gaothan,Mumbai",19.069359,72.900638,360.0,1,1
AZ3FPU1QSFBC6,Dealer,4 BHK,3330.305783,2.0,2,"Rambagh,Jaipur",26.901660999999997,75.81524499999999,330.0,0,0
A2S244KFX0745K,Dealer,3 BHK,690.0750964,3.0,1,"Electronic City Phase II,Bangalore",12.8458,77.6727,34.0,1,1
A2FOXRMJA0T9M7,Dealer,2 BHK,1207.5471699999998,2.0,1,"New Alipore,Kolkata",22.530279999999998,88.33417,160.0,0,0
ARXORJX86X1J2,Owner,2 BHK,1406.25,2.0,1,"Adityapur,Jamshedpur",22.7808,86.1522,45.0,1,1
A372X206KVOQWQ,Dealer,2 BHK,644.3054766,2.0,2,"Sector-37C Gurgaon,Gurgaon",28.451220000000003,76.98514899999999,34.0,0,0
A1O4VI7N94CK4L,Dealer,3 BHK,1360.0,2.0,1,"Nipania,Indore",22.760061,75.928572,47.6,1,1
AJTSE4IPHREL4,Owner,3 BHK,1394.101877,2.0,1,"Kenchenahalli,Bangalore",13.1195,77.5837,52.0,0,0
AQ9M45GUGWJ9N,Owner,3 BHK,930.0329088999999,2.0,2,"Kalamboli Tal. Panvel,Raigad",19.024,73.10300000000001,65.0,0,0
AXXCSX5J1YGEH,Owner,2 BHK,1535.050316,2.0,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,90.0,0,0
A35RALTOLCAJLH,Owner,3 BHK,2199.792961,2.0,2,"Khandari,Agra",27.204996,77.990474,170.0,0,0
A3AV5XEJ25KVF4,Dealer,9 BHK,600.0,9.0,3,"Udyog Nagar,Pune",21.721344000000002,73.001615,48.0,0,0
A1JYQTN8CN3CY2,Dealer,5 BHK,949.9934027999999,3.0,1,"Charmwood Village,Faridabad",28.494181,77.290609,72.0,1,1
A3R66N9FR8HMJ7,Owner,2 BHK,350.0269251,2.0,1,"back side of Lokanath temple,Puri",27.846364,-82.841985,13.0,1,1
A1ZYO3FOEXVCJS,Dealer,3 BHK,2506.635211,3.0,2,"Sector-134 Noida,Noida",28.5041,77.381557,85.0,0,0
A3BH49ZKESHDID,Dealer,3 BHK,7075.471698,2.0,1,"Chengalpet,Chennai",13.09,80.27,30.0,0,0
A23WVMQ6J7BZ61,Builder,3 BHK,77615.50473,3.0,2,"Ghorpadi,Maharashtra",18.520209,73.90506500000001,8450.0,0,0
A22SF4XQI6LLUS,Dealer,3 BHK,1608.271109,3.0,1,"Jadavpur,Kolkata",22.494831,88.37056700000001,140.0,1,1
A30MMUR0DMHYCG,Owner,3 BHK,1166.666667,3.0,0,"Gwarighat,Jabalpur",23.108060000000002,79.92833,17.5,1,1
APNMGFU73W7ZC,Owner,2 BHK,1679.731243,2.0,2,"Dhakoli,Mohali",30.657375,76.85385500000001,45.0,1,1
AH7LB9HXLYL25,Dealer,5 BHK,899.9052731,3.0,1,"NIBM,Pune",18.475864,73.89000899999999,57.0,1,1
A3OXHLG6DIBRW8,Owner,3 BHK,1315.0479050000001,2.0,2,"Sector-76 Noida,Noida",28.567633,77.383124,70.0,1,1
A33VG37SOTA0YS,Owner,2 BHK,2317.8328260000003,2.0,0,"Suraj Kund,Faridabad",28.488415000000003,77.285903,160.0,0,0
AI7W7S3IK45KV,Owner,3 BHK,1240.079365,3.0,2,"Dum Dum Park,Kolkata",22.630965,88.378465,50.0,1,1
A3THFR9NVPSUIP,Dealer,2 BHK,408.4739312,2.0,2,"Kolshet Road,Mumbai",19.249861,72.96386600000001,64.4,0,0
A26HBK5Y0EL8XQ,Owner,2 BHK,735.2941176,2.0,2,"Baguihati,Kolkata",22.617564,88.427982,17.0,0,0
A1O82ZI2GB22WZ,Dealer,3 BHK,697.0849176,2.0,2,"Kothrud,Pune",18.5101,73.8141,55.0,0,0
A228Q0U7S4D88X,Dealer,3 BHK,1345.037519,3.0,0,"Satya Nagar,Bhubaneswar",20.2814,85.849075,95.0,1,1
A3BEO6VFOO8FRB,Dealer,2 BHK,1050.052503,1.0,1,"Hinjewadi,Pune",18.5853,73.7413,60.0,0,0
A30QZ7UKDUJHBB,Owner,2 BHK,1409.332916,2.0,1,"Sarthana Jakatnaka,Surat",21.235342000000003,72.917751,45.0,1,1
A20HTVL7JE0JG2,Dealer,1 BHK,1500.750375,1.0,1,"Narayanpur,Kolkata",22.40107,88.5424,60.0,0,0
A36D2ED3Q81YEQ,Owner,2 BHK,1324.753974,2.0,1,"Kalinganagar,Bhubaneswar",20.26444,85.82806,70.0,1,1
A1DYP6HZQ3AGZU,Owner,4 BHK,1500.0,2.0,3,"Sailashree Vihar,Bhubaneswar",20.26444,85.82806,75.0,0,0
A1SCDZZWN02VVN,Dealer,2 BHK,1785.1239670000002,2.0,1,"Peer Muchalla,Panchkula",30.660436999999998,76.861517,54.0,1,1
A3IQFDK2A3APGE,Dealer,1 BHK,403.80952379999997,1.0,1,"Anjurdive,Maharashtra",18.96,72.82,42.4,1,1
A1HHS1SELWW6NY,Dealer,2 BHK,1834.8623850000001,2.0,2,"Sholinganallur,Chennai",12.90015,80.22791,120.0,0,0
AMQ8L5JWWDGIA,Dealer,3 BHK,1075.599262,3.0,1,"Mahawadiya,Bhopal",23.11702,77.39529,17.5,1,1
AN808YPCW2C2F,Dealer,2 BHK,1578.418711,2.0,1,"Kharghar,Lalitpur",24.690279999999998,78.41889,110.0,0,0
A3JMLZS0QJCD5N,Dealer,3 BHK,1400.115473,3.0,1,"7th Phase JP Nagar,Bangalore",35.0,136.0,97.0,0,0
A212N0TUR007EK,Dealer,4 BHK,1340.074313,2.0,1,"Ganesh Nagar,Maharashtra",21.135078,79.11474399999999,220.0,1,1
A19YEVVAPRW51R,Dealer,3 BHK,1400.0,3.0,3,"Sector-150 Noida,Noida",28.429614,77.481711,66.5,1,1
A298O68DGTCC48,Owner,3 BHK,1207.041073,3.0,2,"Horamavu,Bangalore",13.0318,77.6583,72.0,0,0
A2EOU0LXAOMPG,Dealer,2 BHK,1036.0629609999999,2.0,1,"Dash Drone,Kolkata",22.54111,88.33778000000001,52.0,1,1
A38OVPNVBVUO9Y,Dealer,4 BHK,1197.2975279999998,2.0,3,"Manpada,Maharashtra",19.239813,72.962722,140.0,0,0
A397CWU6DM3O5G,Dealer,3 BHK,712.0253165,3.0,2,"Pratapgarh,Kolkata",22.54111,88.33778000000001,18.0,1,1
A2IRN7AVMV5PPL,Dealer,2 BHK,2040.069048,2.0,1,"Thane West,Lalitpur",19.18,72.96333,390.0,0,0
A2SSX0VOP3CHZW,Owner,4 BHK,2400.5486969999997,2.0,3,"chitrakoot vaishalinagar,Jaipur",26.91667,75.86667,70.0,1,1
ALNSBHX0BCMBJ,Owner,3 BHK,891.2655971,3.0,2,"Champasari,Siliguri",26.747109000000002,88.417335,25.0,0,0
A2E3Q8U8364F5P,Dealer,3 BHK,505.0505051,2.0,1,"Kabir Nagar,Raipur",30.872533,75.88121600000001,14.0,0,0
A3BXNABYRR66IN,Dealer,2 BHK,1200.0,2.0,2,"City Center,Gwalior",26.209301999999997,78.194369,28.5,1,1
A1LWILWU3AAFPG,Owner,2 BHK,1000.0,2.0,0,"Ayodhya Bypass,Bhopal",23.25,77.41667,32.0,0,0
A1A0JJPS4JAZHI,Dealer,3 BHK,1170.091324,3.0,1,"Ramprastha Greens,Ghaziabad",28.651918,77.348794,82.0,0,0
AHYRTWABDAG1H,Dealer,,961.9084263,,2,"Thane West,Lalitpur",19.18,72.96333,100.0,1,1
AL7ASCO6NWTJ6,Dealer,2 BHK,1322.204776,2.0,3,"Sector-94 Noida,Noida",28.551820000000003,77.324137,160.0,1,1
A1LO4ME566EKLC,Owner,1 BHK,1315.002989,1.0,1,"Sector-76 Noida,Noida",28.567633,77.383124,66.0,0,0
A4MPDQF63WAEO,Owner,1 BHK,750.1172058,1.0,2,"Tandalja,Vadodara",22.285525,73.153862,32.0,1,1
A2EIIDTYMJAEXV,Owner,3 BHK,1125.0,3.0,2,"Sargasan,Gandhinagar",23.182972,72.611485,45.0,0,0
A13G8CNY7VX57F,Dealer,3 BHK,3104.947216,3.0,1,"Sector-34A Kharghar,Mumbai",19.038204999999998,73.06612,300.0,1,1
